No,Loan_No,Loan_Code,Batch,Township,Region_State,Entity Name,Loan_Type,Company_Registration_No,Source
191,C-00038,02-106,ဒုတိယအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,THIRI Hotel Chaung Tha Beach,သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
192,C-00034,02-107,ဒုတိယအသုတ်,ညောင်ရွှေ,ရှမ်းပြည်နယ်,"Pristine Hotel Group Co., Ltd",သိန်း ၁၀၀၀ အောက်,100208016,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
193,B-00004,02-108,ဒုတိယအသုတ်,သင်္ဃန်းကျွန်း,ရန်ကုန်တိုင်းဒေသကြီး,"MNAC Co., Ltd",သိန်း ၁၀၀၀ အောက်,103636612,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
194,F-00015,02-109,ဒုတိယအသုတ်,လှိုင်,ရန်ကုန်တိုင်းဒေသကြီး,"Winner Ocean Trading Co., Ltd",သိန်း ၁၀၀၀ အောက်,104370039,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
195,F-00058,02-110,ဒုတိယအသုတ်,ဒဂုံမြို့သစ်(အရှေ့ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,ကြယ်စင် အထည်ချုပ်လုပ်ငန်း,သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
196,F-00057,02-111,ဒုတိယအသုတ်,မြောက်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,ပြည်ကျော်ဟိန်း  PKH Home Decoration & Construction,သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
197,F-00027,02-112,ဒုတိယအသုတ်,ဒဂုံမြို့သစ်(တောင်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,MK  ဘိလိယက်ခုံလုပ်ငန်းနှင့် သစ်အချောထည်လုပ်ငန်း,သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
198,H-00020,02-113,ဒုတိယအသုတ်,မြောက်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,Aero Coffee & Bakery,သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
199,A-00023,03-001,တတိယအသုတ်,ရွှေပြည်သာ,ရန်ကုန်တိုင်းဒေသကြီး,"Myanmar Skyrun International Co.,Ltd",,108985364,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
200,F-00116,03-002,တတိယအသုတ်,ဒဂုံမြို့သစ်(တောင်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,ဒဂုံ စက္ကူစက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
201,F-00115,03-003,တတိယအသုတ်,ဒဂုံမြို့သစ်(အရှေ့ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,ပန်းသဇင် တစ်ရှူးနှင့် စက္ကူပုံးလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
202,F-00080,03-004,တတိယအသုတ်,တောင်ငူ,ပဲခူးတိုင်းဒေသကြီး,ရွှေဝါး ဝါးတူလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
203,H-00044,03-005,တတိယအသုတ်,ဗဟန်း,ရန်ကုန်တိုင်းဒေသကြီး,"Myanmar Combiz Trading Co.,Ltd",,115863053,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
204,H-00042,03-006,တတိယအသုတ်,လမ်းမတော်,ရန်ကုန်တိုင်းဒေသကြီး,ကျွန်းရွှေဝါ ကုမ္ပဏီလီမိတက်,,115958216,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
205,A-00018,03-007,တတိယအသုတ်,သာကေတ,ရန်ကုန်တိုင်းဒေသကြီး,စန်းမြသော်တာ စက်မှုထုတ်လုပ်မှု ကုမ္ပဏီလီမိတက်,,102611187,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
206,C-00032,03-008,တတိယအသုတ်,သံတွဲ,ရခိုင်ပြည်နယ်,Diamond Ngapali Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
207,C-00040,03-009,တတိယအသုတ်,စမ်းချောင်း,ရန်ကုန်တိုင်းဒေသကြီး,"Royal Palace Hotel Co.,Ltd",,102394135,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
208,C-00052,03-010,တတိယအသုတ်,ကန်ပက်လက်,ချင်းပြည်နယ်,"ပန်းလေပြေ ခေါနူးစုမ် ဟိုတယ် ချင်းပြည်နယ်၊ မဏိဩဃ ကုမ္ပဏီလီမိတက် Mani Awga Co., Ltd",,323/2001-2002,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
209,C-00085,03-011,တတိယအသုတ်,မင်္ဂလာဒုံ,ရန်ကုန်တိုင်းဒေသကြီး,လမင်းအိမ် တည်းခိုရိပ်သာ Moon House Inn,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
210,C-00095,03-012,တတိယအသုတ်,သံတွဲ,ရခိုင်ပြည်နယ်,The Villager Lodge,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
211,D-00072,03-013,တတိယအသုတ်,ကြည့်မြင်တိုင်,ရန်ကုန်တိုင်းဒေသကြီး,ဇမ္ဗူရွှေစင် မြန်မာ ကုမ္ပဏီလီမိတက်,,117733807,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
212,D-00081,03-014,တတိယအသုတ်,စမ်းချောင်း,ရန်ကုန်တိုင်းဒေသကြီး,"Myanmar Lovely Travels & Tours Co.,Ltd",,102082915,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့်ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၃/၂၀၂၀) (May 7)
