"","id","SR_Pcode","State_Region","Tsp_Pcode","Township","Type","Facility","Date","Admitted_Total"
"1","Q007011001","MMR007","Bago (West)","MMR007011","Kyaukkyi","ကွာရန်တင်းစခန်း","အ.ထ.က (ကျောက်ကြီး)","04/03/20",68
"2","Q007011004","MMR007","Bago (West)","MMR007011","Kyaukkyi","ကွာရန်တင်းစခန်း","အ.ထ.က (ညောင်ပင်သာ)","04/03/20",43
"3","Q007011002","MMR007","Bago (West)","MMR007011","Kyaukkyi","ကွာရန်တင်းစခန်း","အ.ထ.က (နတ်သံကွင်း)","04/03/20",107
"4","Q007011003","MMR007","Bago (West)","MMR007011","Kyaukkyi","ကွာရန်တင်းစခန်း","အ.ထ.က (မုန်း)","04/03/20",112
"5","Q008009002","MMR008","Bago (West)","MMR008009","Minhla","ကွာရန်တင်းစခန်း","အထက (စစ်ကွင်း)","04/05/20",36
"6","Q008009005","MMR008","Bago (West)","MMR008009","Minhla","ကွာရန်တင်းစခန်း","အထက (စိန်ကန့်လန့်)","04/05/20",51
"7","Q008009001","MMR008","Bago (West)","MMR008009","Minhla","ကွာရန်တင်းစခန်း","အထက (မြို့ပြင်)","04/05/20",37
"8","Q008009006","MMR008","Bago (West)","MMR008009","Minhla","ကွာရန်တင်းစခန်း","အထက (ရွှေလောင်း)","04/05/20",59
"9","Q008009003","MMR008","Bago (West)","MMR008009","Minhla","ကွာရန်တင်းစခန်း","အထက (လက်ပံရေကျော်)","04/05/20",37
"10","Q008009004","MMR008","Bago (West)","MMR008009","Minhla","ကွာရန်တင်းစခန်း","အထက-ခွဲ (ကိုင်ပြင်ကြီး)","04/05/20",27
"11","Q008009008","MMR008","Bago (West)","MMR008009","Minhla","ကွာရန်တင်းစခန်း","အလက (ဂန့်ဂေါ်ပင်)","04/05/20",37
"12","Q008009007","MMR008","Bago (West)","MMR008009","Minhla","ကွာရန်တင်းစခန်း","အလက (ရှားတောကွင်း)","04/05/20",9
"13","Q008010002","MMR008","Bago (West)","MMR008010","Okpho","ကွာရန်တင်းစခန်း","အထက အိုးသည်ကုန်","04/05/20",45
"14","Q008010005","MMR008","Bago (West)","MMR008010","Okpho","ကွာရန်တင်းစခန်း","အထက( ခွဲ) ကိုင်းကလေ","04/05/20",28
"15","Q008010001","MMR008","Bago (West)","MMR008010","Okpho","ကွာရန်တင်းစခန်း","အထကအုတ်ဖို","04/05/20",105
"16","Q008010003","MMR008","Bago (West)","MMR008010","Okpho","ကွာရန်တင်းစခန်း","အထကအေးမြသာယာ","04/05/20",46
"17","Q008010004","MMR008","Bago (West)","MMR008010","Okpho","ကွာရန်တင်းစခန်း","အလက လယ်ဦးစု ( လက်ပတောအုပ်စု)","04/05/20",25
"18","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/18/20",0
"19","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/22/20",0
"20","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/20/20",0
"21","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/07/20",10
"22","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","05/05/20",0
"23","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/14/20",0
"24","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/26/20",0
"25","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/19/20",0
"26","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/11/20",0
"27","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","05/03/20",0
"28","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/12/20",0
"29","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/16/20",0
"30","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","05/06/20",0
"31","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/06/20",10
"32","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/21/20",0
"33","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/15/20",0
"34","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/24/20",0
"35","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/09/20",10
"36","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/25/20",0
"37","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","05/04/20",0
"38","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/08/20",10
"39","Q008012017","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွှေး","04/10/20",0
"40","Q008012010","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","ရေမွေး","04/05/20",10
"41","Q008012004","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (ကရင်ကုန်း)","04/05/20",33
"42","Q008012009","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (ကြိုးကြာကန်)","04/05/20",4
"43","Q008012002","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (တာပွန်)","04/05/20",26
"44","Q008012006","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (ဒမငယ်)","04/05/20",26
"45","Q008012001","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (နတ္တလင်း)","04/05/20",28
"46","Q008012005","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (ပေါက်တုန်း)","04/05/20",5
"47","Q008012007","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (ပဲမခမ်း)","04/05/20",9
"48","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/12/20",24
"49","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/24/20",6
"50","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/11/20",24
"51","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/06/20",39
"52","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/10/20",24
"53","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/19/20",19
"54","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","05/06/20",5
"55","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/14/20",24
"56","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","05/05/20",5
"57","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/16/20",24
"58","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/08/20",39
"59","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","05/03/20",0
"60","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/18/20",24
"61","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/20/20",20
"62","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/09/20",29
"63","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/15/20",24
"64","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/07/20",39
"65","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/26/20",0
"66","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","05/04/20",5
"67","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/25/20",1
"68","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/21/20",20
"69","Q008012011","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျ)","04/22/20",20
"70","Q008012008","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက (အောင်ဇေယျာ)","04/05/20",39
"71","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/12/20",6
"72","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/06/20",33
"73","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","05/06/20",12
"74","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/16/20",6
"75","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/25/20",0
"76","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/10/20",8
"77","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/14/20",6
"78","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/21/20",5
"79","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/08/20",33
"80","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/18/20",6
"81","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/19/20",6
"82","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/24/20",0
"83","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/09/20",11
"84","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/15/20",6
"85","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/11/20",6
"86","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","05/05/20",12
"87","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/07/20",33
"88","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/20/20",5
"89","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","05/04/20",12
"90","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/22/20",5
"91","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","04/26/20",0
"92","Q008012012","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကရင်ကုန်း","05/03/20",12
"93","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","05/06/20",0
"94","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/08/20",4
"95","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/24/20",0
"96","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/10/20",3
"97","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/21/20",3
"98","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/18/20",3
"99","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/14/20",3
"100","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/15/20",3
"101","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/11/20",3
"102","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","05/04/20",0
"103","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/16/20",3
"104","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/12/20",3
"105","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/20/20",3
"106","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/26/20",0
"107","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/22/20",0
"108","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/25/20",0
"109","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/09/20",3
"110","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","05/05/20",0
"111","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/07/20",4
"112","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/06/20",4
"113","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","05/03/20",0
"114","Q008012020","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ကြိုးကြာကန်","04/19/20",3
"115","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/16/20",11
"116","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/25/20",1
"117","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/15/20",11
"118","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/14/20",11
"119","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","05/06/20",1
"120","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","05/05/20",1
"121","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","05/04/20",1
"122","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","05/03/20",1
"123","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/22/20",5
"124","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/07/20",26
"125","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/19/20",7
"126","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/26/20",1
"127","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/12/20",11
"128","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/21/20",5
"129","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/18/20",11
"130","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/06/20",26
"131","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/11/20",11
"132","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/20/20",6
"133","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/10/20",14
"134","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/08/20",26
"135","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/24/20",2
"136","Q008012014","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက တာပွန်","04/09/20",21
"137","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/25/20",0
"138","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","05/05/20",0
"139","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/18/20",9
"140","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/07/20",26
"141","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/22/20",1
"142","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/16/20",9
"143","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/10/20",9
"144","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/21/20",1
"145","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/19/20",2
"146","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/14/20",9
"147","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/06/20",26
"148","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/08/20",26
"149","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/12/20",9
"150","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","05/06/20",0
"151","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/26/20",0
"152","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","05/03/20",0
"153","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/11/20",9
"154","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","05/04/20",0
"155","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/15/20",9
"156","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/20/20",1
"157","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/24/20",0
"158","Q008012015","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက ဒမငယ်","04/09/20",9
"159","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","05/05/20",1
"160","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","05/06/20",1
"161","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/10/20",7
"162","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/14/20",6
"163","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/07/20",28
"164","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/12/20",6
"165","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","05/03/20",1
"166","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","05/04/20",1
"167","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/19/20",4
"168","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/15/20",6
"169","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/26/20",1
"170","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/06/20",28
"171","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/16/20",6
"172","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/22/20",4
"173","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/20/20",3
"174","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/09/20",14
"175","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/08/20",28
"176","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/24/20",1
"177","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/21/20",3
"178","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/25/20",1
"179","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/18/20",6
"180","Q008012013","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက နတ်တလင်း","04/11/20",6
"181","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/14/20",3
"182","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/07/20",9
"183","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/22/20",1
"184","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/09/20",4
"185","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/15/20",3
"186","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/08/20",9
"187","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","05/06/20",2
"188","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/16/20",3
"189","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","05/03/20",0
"190","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/10/20",4
"191","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/12/20",3
"192","Q008012018","MMR008","Bago (West)","MMR008012","Nattalin","ကွာရန်တင်းစခန်း","အထက(ခွဲ) ပဲမခမ်း","04/20/20",1
